Protocol,Packet_Size_Bytes,Connection_Duration_ms,Failed_Logins,Geo_Distance_km,Is_Malicious
TCP,386,7,0,949,0
TCP,4601,5,1,5954,1
UDP,292,34,0,497,0
TCP,1030,123,0,337,0
UDP,50,115,0,295,0
TCP,642,116,0,188,0
ICMP,979,126,1,475,0
TCP,1176,184,0,143,0
UDP,178,19,0,618,0
TCP,6257,177,8,143,1
TCP,9,65,0,245,0
TCP,373,393,0,175,0
TCP,121,103,0,788,0
TCP,373,233,0,608,0
UDP,676,71,0,68,0
TCP,212,227,1,260,0
TCP,1684,32,0,111,0
UDP,283,97,1,1150,0
TCP,145,115,0,2230,0
TCP,8,32,0,340,0
TCP,66,21,0,506,0
TCP,196,1,0,656,0
TCP,583,23,0,583,0
TCP,119,120,0,563,0
TCP,107,36,0,551,0
TCP,674,98,1,739,0
ICMP,182,31,1,1,0
UDP,27,14,0,1456,0
TCP,190,124,0,183,0
UDP,367,418,0,1044,0
TCP,292,64,0,2140,0
TCP,474,311,0,782,0
TCP,181,26,0,140,0
TCP,222,0,0,203,0
UDP,878,187,0,158,0
TCP,439,384,0,342,0
TCP,691,31,0,209,0
ICMP,540,138,0,204,0
TCP,264,65,0,225,0
TCP,1644,25,0,604,0
UDP,1009,18,0,45,0
TCP,90,3,0,51,0
TCP,190,123,0,622,0
UDP,178,34,0,468,0
TCP,2021,2,0,114,0
TCP,453,21,0,818,0
TCP,2506,20,11,5886,1
UDP,31,4,0,190,0
TCP,2633,39,0,46,0
TCP,625,28,0,45,0
TCP,1618,12,0,813,0
ICMP,55,94,0,433,0
TCP,331,237,0,461,0
TCP,598,141,0,1739,0
TCP,252,23,0,56,0
TCP,47,64,0,535,0
UDP,498,11,0,340,0
TCP,457,138,0,570,0
UDP,88,34,0,24,0
UDP,224,156,0,300,0
TCP,71,32,0,123,0
TCP,965,212,0,2,0
TCP,764,102,1,498,0
TCP,251,145,0,888,0
UDP,324,150,0,356,0
ICMP,617,52,0,525,0
TCP,677,7,0,180,0
TCP,1016,4,0,185,0
TCP,80,3,0,1149,0
TCP,527,21,0,545,0
TCP,1380,187,0,9,0
TCP,508,371,0,413,0
TCP,777,187,0,244,0
TCP,1594,16,0,449,0
TCP,73,14,0,118,0
TCP,1022,128,5,4069,1
TCP,114,7,0,1780,0
TCP,887,78,0,719,0
UDP,456,14,0,556,0
TCP,450,226,0,62,0
TCP,5469,484,0,338,1
UDP,118,266,0,69,0
TCP,43,9,0,200,0
TCP,394,76,0,192,0
TCP,795,31,0,1862,0
TCP,274,44,0,81,0
TCP,940,25,0,2699,0
TCP,122,27,0,641,0
TCP,27,11,0,176,0
ICMP,64,60,0,393,0
TCP,71,88,0,57,0
TCP,505,64,0,712,0
TCP,195,43,0,251,0
TCP,827,147,0,1253,0
TCP,325,245,0,287,0
TCP,92,103,0,79,1
TCP,1674,23,0,38,0
TCP,419,26,0,146,0
UDP,5160,42,0,6542,1
TCP,66,16,0,975,0
UDP,141,299,1,650,0
TCP,13,35,0,1173,0
UDP,487,27,0,841,0
TCP,175,129,0,249,0
TCP,627,283,8,998,1
TCP,130,115,0,544,0
UDP,542,29,0,693,0
UDP,308,12,0,1474,0
TCP,35,143,0,365,0
TCP,1000,59,0,195,0
TCP,844,76,0,1345,0
TCP,1164,4,0,1167,0
UDP,124,69,0,330,0
TCP,174,144,0,517,0
TCP,330,28,0,14,0
TCP,321,47,1,49,0
UDP,452,5,0,1112,0
TCP,32,18,1,1055,0
TCP,133,116,0,388,0
TCP,1218,4,0,868,0
ICMP,1018,33,0,26,0
TCP,299,155,0,1424,0
TCP,7,547,0,556,0
TCP,97,206,0,376,0
TCP,1609,35,0,158,0
TCP,389,72,0,347,0
UDP,1778,77,6,185,1
UDP,264,44,0,100,0
UDP,69,342,0,383,0
TCP,82,20,0,37,0
UDP,22,79,0,1221,0
TCP,1830,154,0,2169,0
TCP,303,14,0,271,0
TCP,1027,44,0,415,0
TCP,118,131,0,1126,0
TCP,278,129,0,518,0
TCP,143,6,1,334,0
TCP,325,338,0,37,0
TCP,6165,423,0,69,1
UDP,184,21,0,347,0
TCP,162,52,0,163,0
UDP,1130,319,0,30,0
TCP,1134,70,0,52,0
TCP,268,19,0,442,0
TCP,650,161,1,2117,0
TCP,978,34,0,495,0
TCP,228,235,0,91,0
UDP,127,229,0,490,0
TCP,183,130,0,1336,0
ICMP,194,112,0,1025,0
TCP,24,39,0,147,0
UDP,54,211,0,1472,0
TCP,2405,334,0,545,0
TCP,138,197,0,592,0
TCP,180,28,0,224,0
TCP,1603,73,0,192,0
TCP,122,197,0,1343,0
TCP,185,101,0,145,0
TCP,854,57,0,1082,0
TCP,112,43,0,89,0
UDP,329,20,1,1789,0
TCP,682,90,0,120,0
UDP,17,36,0,152,0
TCP,172,10,0,336,0
UDP,872,65,0,658,0
TCP,97,191,0,731,0
TCP,353,1,0,274,0
UDP,83,281,0,56,0
TCP,254,9,0,446,0
TCP,398,30,0,190,0
TCP,21,211,0,507,0
TCP,47,72,0,198,0
ICMP,291,48,0,827,0
TCP,117,67,0,534,0
TCP,174,212,0,231,0
TCP,577,53,0,811,0
TCP,0,39,0,214,0
TCP,351,21,0,192,0
TCP,737,135,0,2102,0
UDP,87,258,0,162,0
TCP,109,102,0,447,0
TCP,356,128,0,1057,0
UDP,923,200,0,489,0
TCP,516,28,0,1017,0
TCP,12,251,1,388,0
TCP,274,86,0,213,0
TCP,1639,53,0,1509,0
UDP,367,24,0,156,0
TCP,293,0,0,224,0
TCP,232,216,0,633,0
TCP,451,18,0,534,0
TCP,734,165,0,16,0
TCP,1209,1,0,20,0
TCP,1698,138,1,406,0
UDP,547,6,0,212,0
TCP,213,70,0,661,0
TCP,81,10,0,276,0
TCP,177,168,0,143,0
TCP,174,14,0,549,0
TCP,1232,206,0,673,0
TCP,203,99,0,5834,1
UDP,747,2,0,351,0
TCP,514,20,0,497,0
TCP,6725,165,4,5028,1
TCP,238,220,0,54,0
UDP,1233,60,0,1174,0
UDP,51,119,0,140,0
UDP,558,130,0,289,0
TCP,619,534,0,99,0
TCP,107,199,0,569,0
ICMP,667,178,0,606,0
ICMP,490,92,0,231,0
TCP,136,250,0,460,0
TCP,236,58,0,28,0
TCP,969,342,0,392,0
TCP,408,182,1,126,0
TCP,62,36,0,394,0
TCP,351,55,0,209,0
UDP,240,169,0,217,0
ICMP,629,64,1,427,0
UDP,115,201,0,45,0
TCP,1014,181,0,414,0
TCP,84,164,0,646,0
TCP,251,29,0,4288,1
TCP,372,227,0,688,0
TCP,161,94,0,244,0
ICMP,660,231,0,140,0
TCP,294,110,0,74,0
TCP,154,166,0,146,0
UDP,153,114,1,67,0
TCP,116,33,0,183,0
UDP,179,141,0,108,0
TCP,47,14,1,386,0
TCP,652,39,0,30,0
UDP,241,5,0,137,0
TCP,641,194,0,67,0
UDP,235,82,1,301,0
ICMP,518,104,0,48,0
TCP,719,113,0,683,0
TCP,50,339,0,97,0
TCP,18,5,0,294,0
ICMP,5425,29,0,6195,1
UDP,18,49,0,899,0
TCP,252,170,0,205,0
TCP,517,24,0,401,0
ICMP,140,79,0,51,0
TCP,347,44,0,3,0
TCP,189,193,0,535,0
TCP,1439,31,1,210,0
TCP,700,53,0,57,0
TCP,49,12,0,209,0
TCP,2300,30,0,949,0
TCP,763,20,0,109,0
TCP,416,55,0,1392,0
ICMP,511,24,0,806,0
UDP,179,90,0,576,0
TCP,139,309,0,240,0
UDP,606,77,0,2114,0
TCP,31,24,0,1718,0
TCP,164,93,0,10,0
TCP,170,147,0,626,0
TCP,345,34,0,244,0
TCP,244,11,1,843,0
TCP,1330,59,0,352,0
UDP,736,8,0,571,0
UDP,59,661,0,997,0
UDP,653,32,0,36,0
TCP,84,43,0,165,0
TCP,633,137,0,309,0
TCP,52,65,0,414,0
ICMP,1830,68,0,304,0
TCP,499,48,1,569,0
UDP,487,115,0,4,0
ICMP,122,166,1,87,0
TCP,226,47,0,588,0
TCP,960,126,0,1242,0
TCP,150,13,0,759,0
TCP,342,17,0,26,0
ICMP,87,71,0,113,0
ICMP,615,293,0,330,0
TCP,1697,83,0,133,0
TCP,1455,32,0,142,0
UDP,286,48,0,535,0
UDP,360,75,0,683,0
TCP,328,46,1,519,0
TCP,51,168,0,745,0
TCP,247,5,0,732,0
TCP,1019,122,0,15,0
TCP,1225,276,0,714,0
TCP,30,143,0,493,0
TCP,104,19,0,99,0
TCP,973,29,0,116,0
TCP,587,7,0,724,0
TCP,261,51,0,172,0
UDP,608,10,0,489,0
UDP,238,49,0,1440,0
UDP,628,115,0,1118,0
ICMP,243,9,6,4596,1
TCP,221,85,0,304,0
TCP,426,394,0,168,0
TCP,5835,11,7,6920,1
TCP,377,3,0,1529,0
UDP,1358,24,0,1319,0
TCP,129,41,0,206,0
TCP,2062,13,0,891,0
UDP,289,101,0,207,0
TCP,365,116,1,28,0
TCP,1129,200,0,635,0
TCP,7,6,0,660,0
UDP,43,60,0,45,0
UDP,578,97,1,85,0
TCP,215,108,0,568,0
TCP,261,64,0,373,0
TCP,673,52,0,129,0
TCP,403,18,1,186,0
UDP,466,59,0,669,0
ICMP,273,189,1,708,0
TCP,124,172,0,883,0
UDP,100,73,0,1309,0
ICMP,1,53,0,246,0
TCP,54,22,8,6014,1
TCP,6167,66,4,4148,1
TCP,731,120,0,8,0
TCP,167,29,0,220,0
TCP,233,16,0,993,0
UDP,790,3,0,157,0
UDP,510,33,0,542,0
UDP,262,24,0,147,0
TCP,138,9,0,261,0
TCP,470,50,0,783,0
TCP,1101,321,0,366,0
TCP,596,31,0,425,0
TCP,19,145,0,1107,0
TCP,1464,53,1,250,0
UDP,504,264,0,610,0
UDP,554,135,0,313,0
TCP,469,119,0,91,0
TCP,637,214,0,240,0
TCP,520,145,0,126,0
UDP,192,40,0,97,0
TCP,411,196,1,212,0
UDP,656,12,0,55,0
ICMP,262,1,0,191,0
ICMP,312,10,0,10,0
TCP,429,98,0,220,0
TCP,452,318,0,3592,0
TCP,86,79,1,1037,0
TCP,18,133,0,69,0
ICMP,119,118,1,881,0
TCP,239,100,1,1333,0
TCP,266,73,0,150,0
UDP,963,20,0,766,0
TCP,925,162,0,328,0
ICMP,1236,19,0,684,0
UDP,738,52,0,111,0
TCP,1533,15,0,432,0
UDP,5842,82,10,394,1
UDP,354,130,0,48,0
TCP,249,27,0,639,0
TCP,186,58,0,14,0
TCP,725,103,0,191,0
TCP,654,12,0,338,0
TCP,5,64,0,1043,0
UDP,652,29,0,26,0
TCP,13,168,0,1101,0
TCP,394,67,0,206,0
TCP,576,53,0,248,0
UDP,7520,72,0,5684,1
UDP,127,24,0,125,0
UDP,19,232,0,123,0
TCP,658,110,0,70,0
TCP,144,90,0,2956,0
UDP,445,211,0,243,0
TCP,1643,17,0,84,0
TCP,87,28,0,463,0
TCP,47,166,0,134,0
UDP,528,474,0,26,0
ICMP,394,61,0,184,0
TCP,393,34,0,1203,0
ICMP,1105,154,0,816,0
TCP,1070,69,0,176,0
UDP,923,50,0,977,0
TCP,1970,221,0,95,0
TCP,226,61,0,815,0
TCP,800,148,0,100,0
TCP,3021,405,7,4950,1
TCP,142,77,0,52,0
TCP,767,216,0,492,0
TCP,6654,150,0,1013,1
ICMP,120,23,0,225,0
TCP,762,122,0,915,0
TCP,372,199,0,806,0
ICMP,287,24,0,679,0
TCP,14,271,0,1,0
TCP,1112,33,1,1796,0
UDP,806,51,0,2439,0
TCP,206,151,0,11,0
TCP,143,67,0,105,0
TCP,20,131,0,77,0
TCP,293,285,0,41,0
TCP,277,129,0,329,0
UDP,368,35,0,753,0
TCP,348,219,0,1203,0
TCP,194,35,1,1041,0
TCP,259,20,0,500,0
TCP,138,163,1,242,0
TCP,258,5,1,884,0
TCP,1054,138,1,154,0
ICMP,628,195,0,89,0
TCP,177,48,0,397,0
ICMP,234,242,0,78,0
TCP,395,78,0,200,0
TCP,1366,115,0,36,0
TCP,978,25,0,67,0
TCP,51,124,0,624,0
TCP,36,174,1,6,0
UDP,239,4,1,579,0
TCP,166,85,0,77,0
UDP,400,21,0,10,0
TCP,534,14,0,322,0
TCP,2039,438,0,531,0
TCP,553,216,0,232,0
TCP,88,68,0,207,0
TCP,479,211,0,2961,0
TCP,165,285,0,674,0
TCP,769,72,0,1331,0
UDP,545,12,1,132,0
TCP,204,212,0,479,0
UDP,16,30,0,291,0
TCP,203,91,0,135,0
UDP,80,25,0,19,0
TCP,429,282,0,509,0
TCP,88,64,0,341,0
TCP,164,243,0,197,0
UDP,32,13,0,12,0
UDP,451,104,0,1304,0
TCP,1038,21,0,136,0
TCP,354,185,0,469,0
TCP,681,40,0,178,0
UDP,42,77,0,694,0
UDP,813,86,0,115,0
TCP,100,16,0,1,0
TCP,1366,31,0,1048,0
TCP,1491,52,0,41,0
TCP,199,181,0,1039,0
UDP,729,18,0,482,0
UDP,3524,45,0,162,0
ICMP,80,1,0,175,0
TCP,829,36,0,3062,0
TCP,890,98,0,410,0
UDP,150,49,0,617,0
UDP,247,126,0,354,0
UDP,262,295,1,9,0
TCP,621,9,0,95,0
ICMP,41,91,0,357,0
TCP,320,121,0,159,0
TCP,538,62,0,623,0
TCP,66,35,0,115,0
TCP,305,70,1,392,0
TCP,319,57,0,306,0
TCP,28,37,1,156,0
UDP,1299,181,1,642,0
TCP,198,233,0,26,0
TCP,542,166,0,464,0
UDP,556,105,0,1568,0
TCP,191,97,0,250,0
UDP,282,277,0,143,0
TCP,105,123,0,2149,0
TCP,187,227,0,544,0
TCP,746,110,0,170,0
TCP,1412,42,0,85,0
ICMP,154,42,0,17,1
TCP,671,20,0,62,0
TCP,906,53,0,396,0
TCP,1414,139,0,223,0
TCP,357,62,0,1769,0
TCP,288,20,0,46,0
TCP,55,27,0,16,0
TCP,45,49,0,1100,0
TCP,253,23,0,52,0
TCP,584,96,0,888,0
TCP,391,26,0,96,0
TCP,50,115,0,44,0
TCP,24,142,0,86,0
ICMP,498,92,0,1143,0
TCP,73,3,0,241,0
TCP,719,74,0,302,0
TCP,660,40,0,213,0
TCP,684,140,0,1354,0
TCP,744,83,0,58,0
TCP,211,38,0,104,0
UDP,400,38,0,167,0
TCP,1822,1213,8,3228,1
TCP,702,78,0,179,0
TCP,1044,95,0,1063,0
TCP,804,198,0,20,0
ICMP,85,90,0,152,0
TCP,62,16,0,861,0
ICMP,420,63,0,649,0
ICMP,576,86,0,858,0
TCP,76,48,0,17,0
ICMP,354,134,0,359,0
TCP,195,109,0,945,0
TCP,271,12,0,895,0
TCP,283,8,1,294,0
ICMP,769,26,0,889,0
TCP,1166,73,1,383,0
TCP,115,37,0,1452,0
TCP,1149,14,0,771,0
TCP,683,94,0,283,1
TCP,396,27,0,99,0
ICMP,522,82,0,820,0
TCP,657,3,0,1385,0
TCP,84,38,0,335,0
TCP,233,202,0,42,0
TCP,160,18,0,517,0
TCP,296,259,0,1015,0
TCP,52,2,1,226,0
TCP,622,55,1,827,0
TCP,472,176,0,140,0
TCP,173,124,3,5895,1
ICMP,586,107,0,23,0
TCP,261,118,0,173,0
TCP,7,13,0,100,0
UDP,131,84,0,331,0
ICMP,72,0,0,618,0
TCP,518,3,0,230,0
TCP,875,81,0,366,0
TCP,254,348,0,906,0
TCP,127,165,0,105,0
UDP,701,105,0,252,0
TCP,846,122,1,19,0
TCP,443,186,0,14,0
TCP,645,1,0,1040,0
UDP,16,71,0,200,0
UDP,677,155,0,1314,0
TCP,758,21,0,329,0
UDP,236,63,0,30,0
UDP,195,72,0,229,0
ICMP,133,164,0,314,0
TCP,14,9,0,180,0
TCP,270,21,0,322,0
TCP,6065,15,5,3928,1
TCP,218,199,0,519,0
TCP,1418,37,1,602,0
TCP,29,269,0,439,0
TCP,6780,14,5,154,1
UDP,891,277,0,394,0
TCP,460,112,0,345,0
TCP,181,116,0,127,0
TCP,658,141,0,306,0
ICMP,395,108,6,6997,1
TCP,929,366,0,881,0
TCP,2274,75,0,539,0
ICMP,4544,43,3,196,1
TCP,36,124,0,1073,0
TCP,650,15,0,734,0
TCP,1881,45,0,117,0
TCP,71,23,0,12,0
TCP,496,3,0,706,1
UDP,253,51,0,490,0
UDP,1391,189,0,833,0
TCP,30,249,0,1008,0
TCP,609,71,0,79,0
TCP,545,61,0,39,0
TCP,528,269,0,217,0
TCP,84,75,1,200,0
TCP,63,32,0,222,0
TCP,29,4,0,963,0
ICMP,38,89,1,1470,0
TCP,580,15,0,61,0
TCP,1464,165,0,1088,0
TCP,374,85,0,322,0
TCP,620,122,0,60,0
TCP,966,98,0,149,0
UDP,113,61,0,97,0
TCP,126,206,0,138,0
TCP,609,45,0,618,0
TCP,302,28,0,760,0
TCP,377,81,1,105,0
UDP,39,125,0,767,0
UDP,172,77,0,185,0
TCP,17,141,0,130,0
TCP,1131,144,0,584,0
TCP,900,229,0,43,0
ICMP,6120,9,13,3176,1
UDP,25,21,0,5,0
ICMP,513,23,0,443,0
TCP,171,20,0,114,0
TCP,555,225,0,865,0
TCP,141,86,0,172,0
TCP,685,162,0,1,0
TCP,133,7,0,31,0
TCP,562,62,0,174,0
TCP,560,149,0,301,0
TCP,114,0,0,703,0
TCP,31,41,0,112,0
TCP,14,81,0,1413,0
UDP,678,413,0,286,0
UDP,878,16,0,716,0
TCP,51,1029,0,508,0
UDP,10,65,1,297,0
UDP,838,79,0,827,0
TCP,9,104,0,751,0
UDP,977,22,0,2,0
TCP,821,4,0,1652,0
ICMP,839,149,1,518,0
TCP,103,25,0,71,0
TCP,603,49,0,1052,0
UDP,640,180,0,455,0
TCP,576,15,0,18,0
ICMP,95,52,0,2902,0
TCP,210,118,1,863,0
TCP,75,17,0,76,0
ICMP,88,85,0,93,0
TCP,167,97,0,505,0
TCP,832,2,0,323,0
TCP,697,14,0,187,0
UDP,677,24,0,1256,0
UDP,55,38,0,568,0
UDP,599,367,0,462,0
TCP,209,185,4,1761,1
TCP,837,17,0,8,0
TCP,3560,31,4,5224,1
TCP,81,142,0,47,0
UDP,787,306,0,374,0
TCP,71,66,0,519,0
TCP,97,182,0,1039,0
TCP,48,34,0,689,0
TCP,203,35,0,26,0
TCP,38,146,0,39,0
TCP,317,9,0,1761,0
ICMP,398,15,0,256,0
ICMP,171,35,0,320,0
TCP,491,111,0,79,0
TCP,722,176,1,1049,0
TCP,309,123,1,129,0
TCP,206,216,0,1141,0
TCP,438,26,0,133,0
TCP,552,53,0,725,0
TCP,1382,318,0,948,0
TCP,239,59,1,180,0
TCP,703,8,0,182,0
TCP,45,8,0,626,0
TCP,294,134,0,80,0
UDP,125,22,0,42,0
UDP,447,20,0,446,0
TCP,5789,33,5,4937,1
UDP,63,36,0,675,0
TCP,117,229,0,666,0
TCP,7428,248,0,4002,1
ICMP,240,133,0,68,0
TCP,3,51,0,517,0
TCP,341,51,0,96,0
TCP,5051,128,2,1391,1
TCP,719,15,0,1292,0
TCP,296,277,0,511,0
TCP,588,109,1,1637,0
TCP,49,23,0,43,0
TCP,135,20,0,554,0
UDP,156,62,0,23,0
TCP,1509,63,0,370,0
ICMP,12,178,0,1028,0
TCP,112,50,0,528,0
TCP,2848,154,0,237,0
TCP,1192,20,1,203,0
TCP,454,498,0,507,0
TCP,611,99,0,464,0
TCP,23,0,0,362,0
TCP,1219,115,0,71,0
UDP,500,44,0,627,0
ICMP,45,129,0,259,0
ICMP,340,101,0,16,0
TCP,248,31,0,122,0
TCP,190,261,0,317,0
UDP,0,24,0,175,0
TCP,432,25,0,282,0
UDP,344,59,0,243,0
TCP,906,43,0,907,0
TCP,423,53,0,1078,0
ICMP,73,2,0,799,0
TCP,227,89,0,1382,0
TCP,747,69,0,41,0
TCP,149,179,0,53,0
TCP,378,32,1,489,0
TCP,32,40,1,764,0
TCP,381,279,1,1537,0
TCP,949,101,0,162,0
TCP,399,144,1,593,0
TCP,199,319,0,244,0
ICMP,15,54,0,211,0
TCP,739,84,0,370,0
TCP,214,293,0,69,0
UDP,510,130,0,1480,0
TCP,302,110,0,367,0
TCP,79,37,0,482,0
ICMP,199,279,0,129,0
UDP,769,104,0,25,0
TCP,228,74,0,246,0
UDP,250,162,0,262,0
UDP,34,104,0,257,0
TCP,38,68,0,1607,0
TCP,1431,43,1,51,0
ICMP,247,32,0,263,0
ICMP,89,282,1,434,0
TCP,333,56,0,187,0
UDP,154,68,0,1160,0
UDP,140,328,2,384,0
TCP,34,257,0,512,0
TCP,1890,30,0,391,0
TCP,860,32,0,424,0
TCP,1896,160,0,93,0
TCP,576,23,2,190,0
TCP,7,24,0,552,0
TCP,1742,6,0,1272,0
TCP,63,36,0,1291,0
TCP,344,315,0,180,0
ICMP,35,680,0,1,0
TCP,24,204,2,137,0
TCP,298,171,0,1379,0
TCP,88,6,0,114,0
TCP,94,164,0,66,0
TCP,178,93,0,188,0
TCP,197,106,0,1123,0
TCP,843,0,0,151,0
TCP,55,8,0,165,0
TCP,6836,18,1,4181,1
TCP,122,32,0,457,0
ICMP,212,24,0,1124,0
TCP,232,93,0,366,0
TCP,67,171,0,508,0
UDP,474,48,0,67,0
TCP,577,23,0,550,0
TCP,92,154,0,83,0
TCP,252,52,0,1283,0
TCP,8,69,0,65,0
TCP,219,92,0,634,0
UDP,117,165,0,117,0
UDP,313,79,0,1644,0
TCP,794,79,0,710,0
TCP,2015,68,0,211,0
TCP,1816,365,0,452,0
TCP,515,40,0,275,0
TCP,72,213,0,415,0
TCP,106,28,0,21,0
TCP,10,65,0,750,0
TCP,531,155,0,177,0
ICMP,339,54,0,298,0
UDP,1081,39,0,378,0
UDP,1302,91,0,42,0
TCP,304,29,0,316,0
TCP,428,48,0,99,0
TCP,725,51,0,120,0
TCP,645,134,0,101,0
UDP,91,199,1,35,0
TCP,7090,29,5,6344,1
TCP,5028,107,4,4993,1
ICMP,388,257,0,467,0
TCP,379,47,0,343,0
ICMP,217,20,0,34,0
TCP,325,7,1,258,0
TCP,77,68,0,779,0
TCP,134,6,0,447,0
TCP,247,53,0,1027,0
TCP,141,114,0,41,0
ICMP,202,49,0,659,0
TCP,50,13,0,578,0
TCP,250,163,0,357,0
TCP,1875,2,0,1050,0
UDP,151,19,0,92,0
TCP,1848,30,0,158,0
TCP,428,69,0,276,0
TCP,396,154,1,113,0
TCP,284,57,0,1223,0
TCP,15,190,0,827,0
TCP,372,72,0,66,0
TCP,791,52,0,1708,0
TCP,702,99,0,1369,0
TCP,270,42,0,458,0
TCP,462,25,0,806,0
ICMP,98,18,0,93,0
TCP,105,105,0,122,0
TCP,348,57,0,1357,0
ICMP,3,89,0,255,0
TCP,245,9,1,2128,0
TCP,97,279,0,864,0
ICMP,808,140,0,405,0
UDP,154,87,0,180,0
ICMP,560,149,0,753,0
TCP,329,45,0,4,0
ICMP,635,89,0,201,0
TCP,811,160,0,1004,0
TCP,118,79,4,846,1
ICMP,850,74,0,5,1
UDP,355,34,0,475,0
UDP,254,69,0,350,0
UDP,458,69,0,35,0
TCP,1003,76,0,802,0
TCP,156,129,0,548,0
TCP,137,90,0,18,0
TCP,37,413,0,135,0
UDP,42,109,0,525,0
TCP,642,103,0,359,0
TCP,753,66,0,2002,0
UDP,708,16,0,1589,0
ICMP,5024,66,5,4719,1
TCP,137,40,0,134,0
TCP,64,86,1,667,0
TCP,1153,141,0,9,0
TCP,520,101,0,62,0
TCP,226,13,0,1039,0
TCP,994,331,0,450,0
TCP,224,55,0,622,0
TCP,269,20,0,199,0
UDP,148,28,0,474,0
UDP,93,78,0,1619,0
TCP,203,92,0,25,0
TCP,1111,184,0,298,0
TCP,1283,97,0,198,0
UDP,97,47,0,243,0
UDP,899,260,1,1325,0
TCP,32,146,0,141,0
TCP,1939,27,0,280,0
TCP,410,97,0,460,0
UDP,939,85,0,599,0
TCP,919,441,0,479,0
TCP,1115,104,0,5,0
TCP,674,94,0,310,0
TCP,4535,122,10,1165,1
TCP,283,90,0,19,0
TCP,383,103,0,63,0
TCP,1031,473,0,1610,0
TCP,7,8,0,427,0
TCP,644,16,0,88,0
TCP,1334,173,0,1394,0
TCP,77,169,0,22,0
TCP,494,134,5,749,1
UDP,262,10,0,2013,0
UDP,945,131,0,134,0
TCP,324,20,0,2603,0
TCP,156,43,11,209,1
TCP,10,544,0,381,0
ICMP,47,7,0,993,0
TCP,119,58,0,1445,0
UDP,108,61,0,177,0
UDP,547,27,1,457,0
ICMP,717,73,0,417,0
TCP,1215,107,0,804,0
TCP,1296,210,0,14,0
TCP,922,197,0,436,0
TCP,4764,193,1,38,0
TCP,388,111,0,166,0
TCP,7064,42,0,5999,1
TCP,562,15,1,84,0
TCP,103,49,0,565,0
TCP,65,28,0,832,0
UDP,796,252,1,928,0
TCP,184,169,0,1819,0
UDP,711,73,0,246,0
TCP,297,20,0,1623,0
UDP,203,11,0,175,0
ICMP,389,110,0,886,0
TCP,95,197,0,2057,0
TCP,4704,351,6,967,1
TCP,572,84,0,767,0
TCP,1546,121,0,378,0
TCP,374,54,0,118,0
UDP,190,121,0,335,0
TCP,1425,33,0,1195,0
UDP,202,90,1,358,0
TCP,837,21,0,171,0
UDP,315,300,0,928,0
UDP,873,25,0,300,0
UDP,1666,92,0,304,0
UDP,1078,87,0,73,0
TCP,63,195,0,70,0
TCP,14,136,0,279,0
ICMP,1,12,0,813,0
TCP,224,60,0,142,0
TCP,144,152,0,1,0
TCP,863,27,0,642,0
TCP,187,26,0,121,0
UDP,351,165,0,236,0
UDP,18,133,0,85,0
TCP,99,15,0,335,0
TCP,80,53,0,129,0
TCP,966,4,0,182,0
ICMP,668,284,0,115,0
ICMP,228,273,0,15,0
TCP,76,232,0,546,0
UDP,204,115,0,765,0
TCP,153,174,0,105,0
TCP,236,46,0,232,0
TCP,225,191,1,19,0
TCP,310,181,1,855,0
TCP,45,170,1,363,0
TCP,398,97,0,1043,0
TCP,420,29,0,210,0
TCP,319,226,0,462,0
TCP,1677,11,0,112,0
TCP,54,85,0,421,0
TCP,1277,5,0,174,0
TCP,94,106,0,204,0
TCP,1149,69,0,427,0
TCP,274,4,0,309,0
UDP,500,46,1,236,0
TCP,501,147,0,181,0
ICMP,222,100,0,1276,0
TCP,590,69,0,849,0
TCP,133,3,0,356,0
UDP,2643,95,0,18,0
TCP,157,94,0,454,0
TCP,926,150,0,964,0
TCP,82,82,0,258,0
TCP,1124,64,0,40,0
TCP,3590,302,0,76,0
TCP,388,19,0,371,0
ICMP,977,34,1,371,0
TCP,43,40,0,331,0
TCP,179,15,0,368,0
TCP,625,15,0,225,0
TCP,848,203,0,34,0
TCP,242,81,0,603,0
UDP,175,83,0,522,0
TCP,1025,257,0,312,0
TCP,516,38,0,476,0
UDP,144,40,0,1011,0
TCP,3709,236,0,1273,1
TCP,388,146,0,140,0
TCP,194,22,0,1267,0
TCP,599,173,0,196,0
TCP,207,167,0,1343,0
TCP,112,161,0,80,0
TCP,312,2,0,3,0
UDP,196,4,0,581,0
TCP,5647,22,7,5151,1
TCP,462,282,0,48,0
TCP,275,74,0,522,0
ICMP,331,52,0,3192,0
TCP,1207,39,0,156,0
TCP,678,296,0,113,0
TCP,846,42,0,193,0
TCP,106,57,1,689,0
TCP,116,4,0,935,0
TCP,1631,59,0,41,0
UDP,273,32,1,298,0
TCP,963,36,0,363,0
TCP,751,161,0,125,0
TCP,264,38,0,737,0
TCP,118,94,0,174,0
TCP,380,17,0,19,0
TCP,144,321,0,262,0
ICMP,23,48,0,378,0
TCP,1355,301,0,553,0
TCP,256,182,0,150,0
TCP,589,32,0,745,0
TCP,487,57,0,1082,0
UDP,28,139,0,932,0
ICMP,522,41,0,94,0
TCP,627,414,0,92,0
UDP,35,459,0,1334,0
UDP,151,16,0,2153,0
UDP,1106,39,2,526,0
ICMP,636,57,0,22,0
TCP,1599,111,0,294,0
TCP,367,32,0,686,0
TCP,52,138,0,65,0
